Referentie;Thema;Categorie;Aanvrager Naam;Adres;Postcode;Plaats lokatie;Provincie;Power [MW];Available production per year [MWh];Lifespan [jr.];Maximale subsidie [€];Opstelling Zon-pv;;
SDE1925978;Zon;2019 Zon-PV >= 15 kWp en < 1 MWp;VV Esto;Kievitsheuvel 1;2411LL;BODEGRAVEN;Zuid-Holland;0,04; 34 ;15; 30.267 ; Daksysteem ;;
SDE1925980;Zon;2019 Zon-PV >= 15 kWp en < 1 MWp;CBRE DHC Maastricht (Grote Staat V) B.V.;Grote Staat 5;6211CT;MAASTRICHT;Limburg; 0,17 ; 160 ;15; 151.630 ; Daksysteem ;;
SDE1926024;Zon;2019 Zon-PV >= 1 MWp veld- of watersysteem;Green Solar Future Brummen B.V.;Zonnepark Oude Zutphenseweg;-;BRUMMEN;Gelderland; 45,00 ; 42.750 ;15; 39.757.500 ; Veldsysteem ;;
SDE1926029;Zon;2019 Zon-PV >= 15 kWp en < 1 MWp;Modern Dental Europe B.V.;Flemingweg 14;2408AV;ALPHEN AAN DEN RIJN;Zuid-Holland;0,06; 52 ;15; 50.944 ; Daksysteem ;;
SDE1926033;Zon;2019 Zon-PV >= 15 kWp en < 1 MWp;CBRE DHC Deventer (Korte Bisschopstraat) B.V.;Korte Bisschopstraat 5;7411HJ;DEVENTER;Overijssel; 0,10 ; 91 ;15; 85.646 ; Daksysteem ;;
SDE1926034;Zon;2019 Zon-PV >= 15 kWp en < 1 MWp;Lohol B.V.;Klapbrugweg 6;1332AK;ALMERE;Flevoland; 0,31 ; 295 ;15; 287.138 ; Daksysteem ;;
SDE1926042;Wind op land;2019 Wind op land;***;***;8131**;WIJHE;Overijssel; 0,02 ; 22 ;15; 13.860 ; n.v.t. ;;
SDE1926043;Zon;2019 Zon-PV >= 15 kWp en < 1 MWp;Restaurant 't Jagershuys B.V.;Woudenbergseweg 15;3707HW;ZEIST;Utrecht; 0,05 ; 48 ;15; 46.313 ; Daksysteem ;;
SDE1926050;Zon;2019 Zon-PV >= 1 MWp daksystemen;Bostik Benelux B.V.;Denariusstraat 11;4903RC;OOSTERHOUT NB;Noord-Brabant; 1,48 ; 1.402 ;15; 1.367.145 ; Daksysteem ;;
SDE1926053;Zon;2019 Zon-PV >= 15 kWp en < 1 MWp;Aartsen Venlo B.V.;Venrayseweg 194;5928RH;VENLO;Limburg; 0,96 ; 912 ;15; 889.200 ; Daksysteem ;;
SDE1926057;Zon;2019 Zon-PV >= 15 kWp en < 1 MWp;Bok Beleggingen B.V.;Nansenstraat 21;5623PH;EINDHOVEN;Noord-Brabant; 0,02 ; 22 ;15; 21.767 ; Daksysteem ;;
SDE1926065;Wind op land;2019 Wind op land;Waterschap Rijn en IJssel;RWZI InnoFase WT1;-;DUIVEN;Gelderland; 4,80 ; 14.890 ;15; 9.380.700 ; n.v.t. ;;
SDE1926066;Zon;2019 Zon-PV >= 15 kWp en < 1 MWp;Solar Art B.V.;Rietdekkersweg 9;3449JC;WOERDEN;Utrecht; 0,15 ; 143 ;15; 136.800 ; Daksysteem ;;
SDE1926078;Zon;2019 Zon-PV >= 15 kWp en < 1 MWp;Ames Autobedrijf B.V.;Wolweverstraat 2;2984CD;RIDDERKERK;Zuid-Holland;0,15; 140 ;15; 136.159 ; Daksysteem ;;
SDE1926104;Zon;2019 Zon-PV >= 15 kWp en < 1 MWp;Gemeente Zwolle;Zonne-eiland Breezicht;-;ZWOLLE;Overijssel; 0,09 ; 86 ;15; 83.363 ; Veldsysteem ;;
SDE1926119;Zon;2019 Zon-PV >= 15 kWp en < 1 MWp;Polyplus Kunststoffen B.V.;Pottenbakkerstraat 20;9403VK;ASSEN;Drenthe; 0,23 ; 219 ;15; 209.760 ; Daksysteem ;;
SDE1926130;Zon;2019 Zon-PV >= 1 MWp veld- of watersysteem;Zonnepark Fledderbosch B.V.;Zonnepark Fledderbosch Waterschap;-;TEN BOER;Groningen; 61,60 ; 58.520 ;15; 54.423.600 ; Veldsysteem ;;
SDE1926139;Wind op land;2019 Wind op land;Windpark Goyerbrug B.V.;Windpark Goyerbrug - turbine 3;-;HOUTEN;Utrecht; 5,60 ; 21.607 ;15; 13.612.410 ; n.v.t. ;;
SDE1926140;Zon;2019 Zon-PV >= 15 kWp en < 1 MWp;"Autobedrijf ""Nieuwkoop""";Maseratilaan 9;3261NA;OUD-BEIJERLAND;Zuid-Holland;0,11; 101 ;15; 96.855 ; Daksysteem ;;
SDE1926141;Zon;2019 Zon-PV >= 1 MWp veld- of watersysteem;Zonnig Borculo B.V.;Borculo Hekweg;-;GEESTEREN;Gelderland; 2,97 ; 2.825 ;15; 2.669.909 ; Veldsysteem ;;
SDE1926145;Zon;2019 Zon-PV >= 15 kWp en < 1 MWp;IVH Energy B.V.;Weteringpad 13;3762EN;SOEST;Utrecht; 0,63 ; 598 ;15; 582.612 ; Daksysteem ;;
SDE1926153;Zon;2019 Zon-PV >= 1 MWp daksystemen;Next Level;Kempkens 2000;5465PR;VEGHEL;Noord-Brabant; 10,00 ; 9.500 ;15; 9.262.500 ; Daksysteem ;;
SDE1926163;Zon;2019 Zon-PV >= 15 kWp en < 1 MWp;Coöperatieve Rabobank UA;Griffeweg 80;9723DR;GRONINGEN;Groningen; 0,07 ; 62 ;15; 60.207 ; Daksysteem ;;
SDE1926167;Zon;2019 Zon-PV >= 15 kWp en < 1 MWp;Zuidgeest Delfgauw B.V.;Kooltuin 8;2645AX;DELFGAUW;Zuid-Holland;0,49; 468 ;15; 456.133 ; Daksysteem ;;
SDE1926182;Zon;2019 Zon-PV >= 15 kWp en < 1 MWp;Havenbedrijf Rotterdam N.V.;Scheepsbouwweg 1-3;3089JW;ROTTERDAM;Zuid-Holland;0,03; 33 ;15; 32.131 ; Daksysteem ;;
SDE1926184;Zon;2019 Zon-PV >= 15 kWp en < 1 MWp;Havenbedrijf Rotterdam N.V.;Marconistraat 19-23;3029AE;ROTTERDAM;Zuid-Holland;0,05; 44 ;15; 42.840 ; Daksysteem ;;
SDE1926186;Zon;2019 Zon-PV >= 1 MWp daksystemen;Energiepark Heusden Oost B.V.;Bleekerweg 7;5725BE;HEUSDEN GEM ASTEN;Noord-Brabant; 5,00 ; 4.750 ;15; 4.631.250 ; Daksysteem ;;
SDE1926203;Zon;2019 Zon-PV >= 15 kWp en < 1 MWp;Bovenstehuis Groentekwekerij B.V.;Gewandhuis 14;5427PW;BOEKEL;Noord-Brabant; 0,25 ; 238 ;15; 231.563 ; Daksysteem ;;
SDE1926204;Zon;2019 Zon-PV >= 15 kWp en < 1 MWp;***;***;1842**;OTERLEEK;Noord-Holland; 0,27 ; 255 ;15; 248.235 ; Daksysteem ;;
SDE1926205;Zon;2019 Zon-PV >= 15 kWp en < 1 MWp;***;***;8911**;LEEUWARDEN;Friesland; 0,11 ; 105 ;15; 102.814 ; Daksysteem ;;
SDE1926206;Zon;2019 Zon-PV >= 15 kWp en < 1 MWp;Sollas Holland B.V.;Bruynvisweg 1;1531AX;WORMER;Noord-Holland; 0,07 ; 68 ;15; 66.690 ; Daksysteem ;;
SDE1926212;Zon;2019 Zon-PV >= 15 kWp en < 1 MWp;Hesp Solar B.V.;H. Heijermanslaan 4;2741ZJ;WADDINXVEEN;Zuid-Holland;0,18; 166 ;15; 159.600 ; Daksysteem ;;
SDE1926214;Zon;2019 Zon-PV >= 15 kWp en < 1 MWp;De Drie Ossen B.V.;Galgeveldseweg 15;5421XD;GEMERT;Noord-Brabant; 0,80 ; 760 ;15; 741.000 ; Daksysteem ;;
SDE1926239;Zon;2019 Zon-PV >= 15 kWp en < 1 MWp;Broodjes Express B.V.;Simon Stevinweg 22;8013NB;ZWOLLE;Overijssel; 0,05 ; 43 ;15; 41.682 ; Daksysteem ;;
SDE1926241;Zon;2019 Zon-PV >= 15 kWp en < 1 MWp;Bovenstehuis Groentekwekerij B.V.;Bovenstehuis 15;5427RL;BOEKEL;Noord-Brabant; 0,34 ; 318 ;15; 310.294 ; Daksysteem ;;
SDE1926242;Zon;2019 Zon-PV >= 15 kWp en < 1 MWp;Automobielbedrijf Velserbeek Holding B.V.;Mandenmakerstraat 31;1991JG;VELSERBROEK;Noord-Holland; 0,03 ; 30 ;15; 29.640 ; Daksysteem ;;
SDE1926258;Zon;2019 Zon-PV >= 15 kWp en < 1 MWp;Postnl Real Estate B.V.;Terbregseweg 300;3062CZ;ROTTERDAM;Zuid-Holland;0,22; 211 ;15; 202.464 ; Daksysteem ;;
SDE1926264;Zon;2019 Zon-PV >= 1 MWp daksystemen;International Solar B.V.;Atoomweg 99;3542AA;UTRECHT;Utrecht; 1,71 ; 1.620 ;15; 1.579.257 ; Daksysteem ;;
SDE1926269;Zon;2019 Zon-PV >= 1 MWp veld- of watersysteem;Solar-Ew II B.V.;Sas van Gent Vloeivelden;-;SAS VAN GENT;Zeeland; 29,77 ; 28.282 ;15; 25.878.442 ; Veldsysteem ;;
SDE1926274;Zon;2019 Zon-PV >= 15 kWp en < 1 MWp;Gemeente Utrecht;Olympus 13;3524WB;UTRECHT;Utrecht; 0,03 ; 29 ;15; 28.455 ; Daksysteem ;;
SDE1926276;Zon;2019 Zon-PV >= 15 kWp en < 1 MWp;Kwekerij De Bosrand Rijsbergen B.V.;Antwerpseweg 30a;4891CP;RIJSBERGEN;Noord-Brabant; 0,15 ; 143 ;15; 136.800 ; Daksysteem ;;
SDE1926280;Wind op land;2019 Wind op land;***;***;9921**;STEDUM;Groningen; 0,03 ; 73 ;15; 35.937 ; n.v.t. ;;
SDE1926281;Zon;2019 Zon-PV >= 15 kWp en < 1 MWp;***;***;2802**;GOUDA;Zuid-Holland;0,04; 38 ;15; 37.050 ; Daksysteem ;;
SDE1926286;Zon;2019 Zon-PV >= 15 kWp en < 1 MWp;***;***;1704**;HEERHUGOWAARD;Noord-Holland; 0,09 ; 86 ;15; 82.080 ; Daksysteem ;;
SDE1926297;Zon;2019 Zon-PV >= 15 kWp en < 1 MWp;Stichting ASVZ;Neptunuslaan 26;3318EL;DORDRECHT;Zuid-Holland;0,05; 48 ;15; 45.676 ; Daksysteem ;;
SDE1926310;Zon;2019 Zon-PV >= 15 kWp en < 1 MWp;RM & Cø Vastgoed B.V.;Maagdenburgstraat 8;7421ZB;DEVENTER;Overijssel; 0,13 ; 125 ;15; 122.265 ; Daksysteem ;;
SDE1926321;Zon;2019 Zon-PV >= 15 kWp en < 1 MWp;Amwittools B.V.;Harsweg 22;2461EZ;TER AAR;Zuid-Holland;0,08; 76 ;15; 72.960 ; Daksysteem ;;
SDE1926329;Zon;2019 Zon-PV >= 15 kWp en < 1 MWp;Stichting Primair Onderwijs Deurne-Asten-Someren;Heikamperweg 1;5725AZ;HEUSDEN GEM ASTEN;Noord-Brabant; 0,17 ; 164 ;15; 160.242 ; Daksysteem ;;
SDE1926334;Zon warmte;2019 Zonthermie >= 140 kW en < 1 MW;Gemeenschappelijke Regeling Diamant Groep;Zevenheuvelenweg 14-16;5048AN;TILBURG;Noord-Brabant; 0,49 ; 345 ;15; 336.336 ; n.v.t. ;;
SDE1926342;Zon;2019 Zon-PV >= 15 kWp en < 1 MWp;RVA-Bethaniestraat 2;Laan van Voorburg 4;5261LS;VUGHT;Noord-Brabant; 0,15 ; 138 ;15; 134.307 ; Daksysteem ;;
SDE1926357;Zon;2019 Zon-PV >= 1 MWp veld- of watersysteem;Zonnepark Alteveer B.V.;Barkelazwet 4nabij;9661TK;ONSTWEDDE;Groningen; 2,99 ; 2.838 ;15; 2.681.580 ; Veldsysteem ;;
SDE1926358;Zon;2019 Zon-PV >= 15 kWp en < 1 MWp;Alliander N.V.;Priggeweg 4;1735ET;'T VELD;Noord-Holland; 0,05 ; 48 ;15; 46.313 ; Daksysteem ;;
SDE1926365;Zon;2019 Zon-PV >= 15 kWp en < 1 MWp;***;***;7645**;HOGE HEXEL;Overijssel; 0,06 ; 56 ;15; 54.557 ; Daksysteem ;;
SDE1926367;Zon;2019 Zon-PV >= 15 kWp en < 1 MWp;Aannemersbedrijf Kormelink;'t Halt 2;7165BV;RIETMOLEN;Gelderland; 0,16 ; 154 ;15; 150.516 ; Daksysteem ;;
SDE1926380;Zon;2019 Zon-PV >= 1 MWp veld- of watersysteem;Solarvation B.V.;Runderweg H1828;-;LELYSTAD;Flevoland; 3,40 ; 3.230 ;15; 3.052.638 ; Veldsysteem ;;
SDE1926384;Zon;2019 Zon-PV >= 1 MWp veld- of watersysteem;Eneco Solar, Bio & Hydro B.V.;Zonnepark De Wildert te Dongen;-;DONGEN;Noord-Brabant; 5,72 ; 5.432 ;15; 4.970.372 ; Veldsysteem ;;
SDE1926420;Zon;2019 Zon-PV >= 15 kWp en < 1 MWp;A.J. Witte Vastgoed B.V.;Schrijnwerkersweg 18;1786PC;DEN HELDER;Noord-Holland; 0,50 ; 474 ;15; 455.088 ; Daksysteem ;;
SDE1926423;Zon;2019 Zon-PV >= 1 MWp veld- of watersysteem;Zonnepark Buinerhorn B.V.;Zonnepark Buinerhorn;-;BORGER;Drenthe; 6,05 ; 5.748 ;15; 5.258.963 ; Veldsysteem ;;
SDE1926427;Zon;2019 Zon-PV >= 15 kWp en < 1 MWp;Carwash Rijen B.V.;Europalaan 13;5121DH;RIJEN;Noord-Brabant; 0,08 ; 76 ;15; 74.100 ; Daksysteem ;;
SDE1926428;Wind op land;2019 Wind op land;IJsselwind B.V.;Windpark IJsselwind WT2;-;ZUTPHEN;Gelderland; 3,60 ; 9.942 ;15; 6.859.980 ; n.v.t. ;;
SDE1926434;Geothermie warmte;2019 Geothermie diepte >= 500 m (HW);Wayland Energy B.V.;Pieter Bregmanlaan 1;2641PS;PIJNACKER;Zuid-Holland; 28,30 ; 169.800 ;15; 99.333.000 ; n.v.t. ;;
SDE1926445;Wind op land;2019 Wind op land;De Wachtmeesters B.V.;Windpark Elzenburg-De Geer;-;OSS;Noord-Brabant; 8,60 ; 30.104 ;15; 18.965.520 ; n.v.t. ;;
SDE1926455;Wind op land;2019 Wind op land;Windpark Hanze B.V.;WPH5;-;DRONTEN;Flevoland; 11,20 ; 45.908 ;15; 26.856.180 ; n.v.t. ;;
SDE1926459;Zon;2019 Zon-PV >= 15 kWp en < 1 MWp;Echt-Susteren Energie Coöperatie 'Echt Duurzaam' U.A.;Rijksweg Zuid 23;6102AA;ECHT;Limburg; 0,21 ; 200 ;15; 194.513 ; Daksysteem ;;
SDE1926470;Zon;2019 Zon-PV >= 15 kWp en < 1 MWp;CBRE DHC Utrecht (Oudegracht) B.V.;Steenweg 59;3511JN;UTRECHT;Utrecht; 0,13 ; 124 ;15; 117.157 ; Daksysteem ;;
SDE1926473;Zon;2019 Zon-PV >= 15 kWp en < 1 MWp;Ammerlaan The Green Innovator B.V.;Nootdorpseweg 15;2641BK;PIJNACKER;Zuid-Holland;0,50; 474 ;15; 462.199 ; Daksysteem ;;
SDE1926474;Zon;2019 Zon-PV >= 15 kWp en < 1 MWp;***;***;6067**;LINNE;Limburg; 0,26 ; 252 ;15; 245.420 ; Daksysteem ;;
SDE1926479;Zon;2019 Zon-PV >= 15 kWp en < 1 MWp;Rovanda Handel en Techniek B.V.;Ketelweg 33;3356LD;PAPENDRECHT;Zuid-Holland;0,09; 86 ;15; 83.363 ; Daksysteem ;;
SDE1926483;Zon;2019 Zon-PV >= 15 kWp en < 1 MWp;Gemeente Hulst;Oceanie 2;4561PJ;HULST;Zeeland; 0,15 ; 141 ;15; 137.085 ; Daksysteem ;;
SDE1926486;Zon;2019 Zon-PV >= 15 kWp en < 1 MWp;CBRE DHC Den Haag (Grote Marktstraat V) B.V.;Grote Marktstraat 48;2511BJ;'S-GRAVENHAGE;Zuid-Holland;0,37; 353 ;15; 333.425 ; Daksysteem ;;
SDE1926511;Zon;2019 Zon-PV >= 15 kWp en < 1 MWp;***;***;8255**;SWIFTERBANT;Flevoland; 0,18 ; 171 ;15; 166.725 ; Daksysteem ;;
SDE1926515;Zon;2019 Zon-PV >= 15 kWp en < 1 MWp;Citadel Vastgoed B.V.;Soldatendijkje 6;8924JM;LEEUWARDEN;Friesland; 0,10 ; 91 ;15; 88.920 ; Daksysteem ;;
SDE1926523;Zon;2019 Zon-PV >= 15 kWp en < 1 MWp;Gemeente Utrecht;Keerderberg 21;3453RD;DE MEERN;Utrecht; 0,05 ; 49 ;15; 48.165 ; Daksysteem ;;
SDE1926524;Zon;2019 Zon-PV >= 1 MWp veld- of watersysteem;Sun Invest 3 B.V.;Zonnepark Lankhorst C8704 Sneek;-;SNEEK;Friesland; 3,00 ; 2.850 ;15; 2.693.250 ; Veldsysteem ;;
SDE1926534;Zon;2019 Zon-PV >= 15 kWp en < 1 MWp;Eco1Nergie B.V.;Jaap Edenweg 10;2544NL;'S-GRAVENHAGE;Zuid-Holland;0,90; 855 ;15; 833.848 ; Daksysteem ;;
SDE1926540;Zon;2019 Zon-PV >= 15 kWp en < 1 MWp;***;***;4434**;KWADENDAMME;Zeeland; 0,25 ; 238 ;15; 231.563 ; Daksysteem ;;
SDE1926541;Zon;2019 Zon-PV >= 15 kWp en < 1 MWp;Stichting Gemeenschapshuizen Swalmen;Abdissenstraat 1;6071VP;SWALMEN;Limburg; 0,13 ; 127 ;15; 124.118 ; Daksysteem ;;
SDE1926542;Biomassa;2019 Monomestvergisting > 400 kW (HEW);Bio Energie Centrale Maashorst B.V.;Witveldweg 35;5971NS;GRUBBENVORST;Limburg; 1,40 ; 10.302 ;12; 6.428.170 ; n.v.t. ;;
SDE1926549;Zon;2019 Zon-PV >= 1 MWp veld- of watersysteem;Vrij op Naam Zonneparken B.V.;Dreefstraat 48b;5581BH;WAALRE;Noord-Brabant; 1,40 ; 1.330 ;15; 1.216.950 ; Veldsysteem ;;
SDE1926568;Zon;2019 Zon-PV >= 1 MWp daksystemen;Sun Invest 3 B.V.;Kollergang 6;6961LZ;EERBEEK;Gelderland; 2,30 ; 2.185 ;15; 2.130.375 ; Daksysteem ;;
SDE1926571;Zon;2019 Zon-PV >= 15 kWp en < 1 MWp;***;***;1391**;ABCOUDE;Utrecht; 0,49 ; 467 ;15; 455.715 ; Daksysteem ;;
SDE1926572;Zon;2019 Zon-PV >= 15 kWp en < 1 MWp;Verwol Beheer B.V.;De Veken 21;1716KE;OPMEER;Noord-Holland; 0,11 ; 101 ;15; 98.183 ; Daksysteem ;;
SDE1926578;Zon;2019 Zon-PV >= 15 kWp en < 1 MWp;Vleesvee Integratie Twente B.V.;Zutphenstraat 9;7575EJ;OLDENZAAL;Overijssel; 0,10 ; 90 ;15; 87.994 ; Daksysteem ;;
SDE1926581;Zon;2019 Zon-PV >= 1 MWp daksystemen;Zonxp Exploitatie B.V.;Otto Matseweg 9;2742JW;WADDINXVEEN;Zuid-Holland;2,21; 2.100 ;15; 2.047.939 ; Daksysteem ;;
SDE1926592;Zon;2019 Zon-PV >= 15 kWp en < 1 MWp;Claris Zorgvilla's Nederland B.V.;Nieuw-Loosdrechtsedijk 2;1231KX;LOOSDRECHT;Noord-Holland; 0,07 ; 62 ;15; 60.207 ; Daksysteem ;;
SDE1926600;Zon;2019 Zon-PV >= 15 kWp en < 1 MWp;CBRE DHC Den Haag (Grote Marktstraat H) B.V.;Grote Marktstraat 57;2511BH;'S-GRAVENHAGE;Zuid-Holland;0,20; 190 ;15; 179.910 ; Daksysteem ;;
SDE1926605;Zon;2019 Zon-PV >= 15 kWp en < 1 MWp;Prima Energie B.V.;Boschweg 116+118;5481EH;SCHIJNDEL;Noord-Brabant; 0,15 ; 143 ;15; 136.800 ; Daksysteem ;;
SDE1926628;Zon;2019 Zon-PV >= 15 kWp en < 1 MWp;Gemeente Den Haag;Ypenburgse Boslaan 30;2496ZA;'S-GRAVENHAGE;Zuid-Holland;0,16; 152 ;15; 148.200 ; Daksysteem ;;
SDE1926634;Zon;2019 Zon-PV >= 15 kWp en < 1 MWp;Geuze Metaalconserveren B.V.;Nijverheidsweg 15;4695RC;SINT-MAARTENSDIJK;Zeeland; 0,06 ; 59 ;15; 56.544 ; Daksysteem ;;
SDE1926648;Wind op land;2019 Wind op land;***;***;9986**;OLDENZIJL;Groningen; 0,03 ; 73 ;15; 31.581 ; n.v.t. ;;
SDE1926651;Wind op land;2019 Wind op land;***;***;9591**;ONSTWEDDE;Groningen; 0,02 ; 28 ;15; 16.380 ; n.v.t. ;;
SDE1926674;Zon;2019 Zon-PV >= 15 kWp en < 1 MWp;Gemeente Asten;Lienderweg 66;5721CN;ASTEN;Noord-Brabant; 0,14 ; 128 ;15; 115.425 ; Daksysteem ;;
SDE1926687;Zon;2019 Zon-PV >= 1 MWp daksystemen;International Solar B.V.;Charles Lindberghlaan 1;8218NS;LELYSTAD;Flevoland; 5,32 ; 5.054 ;15; 4.927.650 ; Daksysteem ;;
SDE1926690;Zon;2019 Zon-PV >= 1 MWp daksystemen;Javado Vastgoed B.V.;Venus 116-139;2675LN;HONSELERSDIJK;Zuid-Holland;1,88; 1.781 ;15; 1.736.719 ; Daksysteem ;;
SDE1926695;Zon;2019 Zon-PV >= 15 kWp en < 1 MWp;Jumbo Supermarkt;Buikslotermeerplein 52;1025EW;AMSTERDAM;Noord-Holland; 0,11 ; 105 ;15; 101.888 ; Daksysteem ;;
SDE1926706;Zon;2019 Zon-PV >= 15 kWp en < 1 MWp;Postnl Real Estate B.V.;Anthony Fokkerstraat 2;8013NS;ZWOLLE;Overijssel; 0,53 ; 500 ;15; 479.712 ; Daksysteem ;;
SDE1926709;Zon;2019 Zon-PV >= 1 MWp daksystemen;Next Level;Pater van den Elsenlaan 4a;5462GG;VEGHEL;Noord-Brabant; 3,62 ; 3.439 ;15; 3.353.025 ; Daksysteem ;;
SDE1926725;Zon;2019 Zon-PV >= 15 kWp en < 1 MWp;Nooter Technische Installaties B.V.;Simon Stevinweg 9;8013NA;ZWOLLE;Overijssel; 0,07 ; 67 ;15; 64.838 ; Daksysteem ;;
SDE1926741;Zon;2019 Zon-PV >= 1 MWp veld- of watersysteem;Zonnepark Leek B.V.;Zonnepark Leek;-;LEEK;Groningen; 33,09 ; 31.438 ;15; 28.294.515 ; Veldsysteem ;;
SDE1926755;Zon;2019 Zon-PV >= 15 kWp en < 1 MWp;***;***;4651**;STEENBERGEN NB;Noord-Brabant; 0,22 ; 209 ;15; 203.775 ; Daksysteem ;;
SDE1926765;Zon;2019 Zon-PV >= 15 kWp en < 1 MWp;Mol Cargo;Het Eek 7;4004LM;TIEL;Gelderland; 0,06 ; 54 ;15; 53.103 ; Daksysteem ;;
SDE1926777;Zon;2019 Zon-PV >= 15 kWp en < 1 MWp;Laskar Las- & Snijtechniek B.V.;Avelingen-West 26;4202MS;GORINCHEM;Zuid-Holland;0,08; 78 ;15; 75.582 ; Daksysteem ;;
SDE1926783;Wind op land;2019 Wind op land;De Windvogel;Windpark Oeverwind;-;VLAARDINGEN;Zuid-Holland;8,40; 19.663 ;15; 12.387.690 ; n.v.t. ;;
SDE1926792;Zon;2019 Zon-PV >= 1 MWp daksystemen;Warehouses De Pauw Nederland N.V.;Snelliuslaan 13;2665PD;BLEISWIJK;Zuid-Holland;1,50; 1.425 ;15; 1.175.625 ; Daksysteem ;;
SDE1926797;Zon;2019 Zon-PV >= 15 kWp en < 1 MWp;Sportbedrijf Rotterdam B.V.;Akkerwinde 1;3191RA;HOOGVLIET ROTTERDAM;Zuid-Holland;0,14; 133 ;15; 129.675 ; Daksysteem ;;
SDE1926802;Geothermie warmte;2019 Geothermie diepte >= 500 m (HW);Aardwarmte Vogelaer B.V.;Wateringseweg 76;2685SW;POELDIJK;Zuid-Holland; 25,44 ; 132.500 ;15; 77.512.500 ; n.v.t. ;;
SDE1926811;Zon;2019 Zon-PV >= 1 MWp veld- of watersysteem;N.V. Afvalzorg Holding;Leveroysedijk;-;WEERT;Limburg; 5,38 ; 5.111 ;15; 4.753.230 ; Veldsysteem ;;
SDE1926818;Wind op land;2019 Wind op land;***;***;3645**;VINKEVEEN;Utrecht; 0,02 ; 26 ;15; 15.210 ; n.v.t. ;;
SDE1926824;Zon;2019 Zon-PV >= 1 MWp daksystemen;Eneco Solar, Bio & Hydro B.V.;Het Plein 10;7559SR;HENGELO OV;Overijssel; 1,34 ; 1.275 ;15; 1.243.028 ; Daksysteem ;;
SDE1926827;Zon;2019 Zon-PV >= 15 kWp en < 1 MWp;Pro Senectute (Voor de Ouderdom) Vastgoed B.V.;Tusseler 115;7241KD;LOCHEM;Gelderland; 0,08 ; 71 ;15; 69.469 ; Daksysteem ;;
SDE1926830;Zon;2019 Zon-PV >= 15 kWp en < 1 MWp;Industrie en Handelsonderneming Conval Nederland B.V.;Staarten 2;5281PL;BOXTEL;Noord-Brabant; 0,17 ; 162 ;15; 157.463 ; Daksysteem ;;
SDE1926834;Zon;2019 Zon-PV >= 15 kWp en < 1 MWp;Taxi Baan Holding B.V.;Butaanstraat 24;7463PG;RIJSSEN;Overijssel; 0,23 ; 219 ;15; 213.408 ; Daksysteem ;;
SDE1926835;Zon;2019 Zon-PV >= 15 kWp en < 1 MWp;Stichting Woondiensten Aarwoude;Elzenlaan 1;2481LZ;WOUBRUGGE;Zuid-Holland;0,03; 29 ;15; 28.010 ; Daksysteem ;;
SDE1926842;Zon;2019 Zon-PV >= 15 kWp en < 1 MWp;***;***;6006**;WEERT;Limburg; 0,50 ; 474 ;15; 455.088 ; Daksysteem ;;
SDE1926844;Zon;2019 Zon-PV >= 15 kWp en < 1 MWp;IVH Energy B.V.;De Smidse 15;1969NA;HEEMSKERK;Noord-Holland; 0,42 ; 395 ;15; 385.320 ; Daksysteem ;;
SDE1926852;Zon;2019 Zon-PV >= 15 kWp en < 1 MWp;***;***;3737**;GROENEKAN;Utrecht; 0,02 ; 14 ;15; 13.894 ; Daksysteem ;;
SDE1926870;Zon;2019 Zon-PV >= 15 kWp en < 1 MWp;Dijkshoorn Bleiswijk B.V.;Overbuurtseweg 7;2665CA;BLEISWIJK;Zuid-Holland;0,50; 471 ;15; 459.235 ; Daksysteem ;;
SDE1926890;Zon;2019 Zon-PV >= 1 MWp daksystemen;Ilovezonnepanelen B.V.;Biesland 1;1948RJ;BEVERWIJK;Noord-Holland; 1,03 ; 978 ;15; 953.667 ; Daksysteem ;;
SDE1926899;Zon;2019 Zon-PV >= 1 MWp daksystemen;Sun Invest 2 B.V.;Lindtsedijk 100;3336LE;ZWIJNDRECHT;Zuid-Holland;8,50; 8.075 ;15; 7.873.125 ; Daksysteem ;;
SDE1926904;Zon;2019 Zon-PV >= 15 kWp en < 1 MWp;Swanenberg Vastgoed Beleggingen B.V.;Galliersweg 33;5349AT;OSS;Noord-Brabant; 0,71 ; 673 ;15; 655.785 ; Daksysteem ;;
SDE1926906;Zon;2019 Zon-PV >= 15 kWp en < 1 MWp;CBRE DHC Amsterdam (Nieuwendijk) B.V.;Nieuwendijk 174;1012MT;AMSTERDAM;Noord-Holland; 0,15 ; 144 ;15; 135.740 ; Daksysteem ;;
SDE1926908;Zon;2019 Zon-PV >= 15 kWp en < 1 MWp;RVA-Bethaniestraat 2;Booglaan 6;5261LV;VUGHT;Noord-Brabant; 0,09 ; 81 ;15; 78.732 ; Daksysteem ;;
SDE1926920;Zon;2019 Zon-PV >= 15 kWp en < 1 MWp;Sportbedrijf Rotterdam B.V.;Schulpweg 197a;3084NH;ROTTERDAM;Zuid-Holland;0,10; 95 ;15; 92.625 ; Daksysteem ;;
SDE1926923;Zon;2019 Zon-PV >= 15 kWp en < 1 MWp;***;***;3781**;VOORTHUIZEN;Gelderland; 0,10 ; 99 ;15; 96.330 ; Daksysteem ;;
SDE1926931;Zon;2019 Zon-PV >= 15 kWp en < 1 MWp;***;***;6333**;SCHIMMERT;Limburg; 0,04 ; 38 ;15; 36.480 ; Daksysteem ;;
